date,geography_name,geography_code,school_type_group,Institution,characteristic_type,Characteristic,Students at end of 16-18 study,Number of level 3 students,Number of A level students,Number of academic students,Number of applied general students,Number of tech level students,APS per A level entry,Average A level result,APS per academic entry,Average academic result,APS per applied general entry,Average applied general result,APS per tech level entry,Average tech level result,% achieving ≥ 2 substantial level 3 results,% achieving ≥ 2 A levels,% achieving ≥ 2 academic results,Number of students entered for ≥ 1 A level or applied A level,APS per 'Best 3' entries,APS per 'Best 3' entries (grade),% achieving 3 A* to A,% achieving ≥ AAB,Number of students entered for ≥ 1 A level,% achieving ≥ AAB for a minimum of 2 facilitating A levels,Number of students entered for any level 3 vocational (excluding applied generals),% level 3 vocational students (excluding applied generals) who entered tech levels,Number of students entered for any level 3 vocational (excluding tech levels),% level 3 vocational students (excluding tech levels) who entered applied general,Number of students with level 2 as highest entry,% level 2 students entered for technical certificate,Number of technical certificate students,APS per entry technical certificate students,Average technical certificate result
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Gender,Male,2587,1103,730,745,500,216,34.3857,C+,34.1847,C+,31.6435,Dist-,27.6664,Merit+,86.854,75.205,73.691,458,35.8443,B-,16.812,25.109,458,20.961,498,43.373,770,65.844,394,4.315,18,5.8412,L2Merit
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Gender,Male,843,456,369,372,213,4,37.5384,B-,37.6017,B-,35.0699,Dist,46.1765,Dist*-,96.93,82.385,81.72,236,38.3475,B,19.915,32.627,236,27.119,90,4.444,297,71.717,67,2.985,2,5,L2Pass
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Gender,Male,1920,1091,1020,1021,178,21,38.1469,B-,38.1686,B-,33.228,Dist-,30,Dist-,90.742,89.412,89.324,901,35.8602,B-,18.424,27.081,901,20.977,545,3.853,668,26.647,109,2.752,3,7.1667,L2Dist
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Gender,Male,1880,1068,792,816,457,116,37.7266,B-,37.626,B-,31.7836,Dist-,30.3303,Dist-,89.981,82.576,80.147,544,37.7267,B-,20.772,30.699,544,24.449,393,29.517,715,64.615,165,6.667,11,5.4111,L2Pass+
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Gender,Male,3489,1861,1500,1533,630,194,38.155,B-,38.0836,B-,29.5453,Merit+,34.6901,Dist,91.241,84.867,83.105,1069,39.3514,B,24.509,36.109,1069,26.848,694,27.954,1095,58.63,294,11.565,34,6.0161,L2Merit
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Gender,Male,1288,567,483,486,92,51,37.4745,B-,37.5255,B-,28.7525,Merit+,24.386,Merit,86.067,85.093,84.568,441,32.5699,C+,11.338,19.955,441,13.152,506,10.079,541,17.745,118,5.085,6,5.5,L2Merit-
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Gender,Male,2508,1318,817,833,721,270,34.6993,C+,34.6091,C+,30.6451,Dist-,27.441,Merit+,93.399,76.989,75.51,463,36.7747,B-,18.359,27.862,463,22.678,455,59.341,891,81.033,80,5,4,5.4091,L2Pass+
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Gender,Male,1003,469,387,391,226,2,35.6529,B-,35.5596,B-,32.942,Dist-,25.625,Merit,99.147,83.204,82.353,241,36.2102,B-,18.672,27.386,241,20.332,65,3.077,289,78.201,30,0,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Gender,Male,2435,1431,1087,1087,509,67,36.9336,B-,36.9934,B-,30.9544,Dist-,33.9063,Dist,96.436,90.248,90.248,887,37.4408,B-,20.293,30.44,887,24.464,179,37.43,617,82.496,149,1.342,2,7,L2Dist
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Gender,Male,4506,2095,1572,1583,774,342,34.6285,C+,34.6497,C+,29.814,Merit+,33.7316,Dist,92.458,84.16,83.639,1061,35.2246,B-,14.797,24.694,1061,18.096,766,44.648,1209,65.591,194,2.062,4,5.5769,L2Merit-
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Gender,Male,1777,796,577,578,346,157,36.9607,B-,36.9726,B-,32.4633,Dist-,32.4329,Dist-,96.608,83.882,83.737,386,36.3558,B-,15.285,24.611,386,17.876,350,44.857,538,64.312,76,2.632,2,6.2143,L2Merit+
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,First Language,English language,1808,1401,1224,1236,447,58,30.8335,C,30.9317,C,29.3673,Merit+,32.1839,Dist-,80.728,70.507,70.065,770,32.3377,C+,9.74,18.052,770,14.416,295,19.661,609,73.727,50,2,4,5.7143,L2Merit-
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools,First Language,English language,1139,968,914,917,202,25,30.3039,C,30.4001,C,30.2217,Dist-,24.3137,Merit,79.649,70.35,70.338,649,29.3477,C,6.626,11.864,642,9.657,197,12.69,344,58.721,23,65.217,15,6,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools,First Language,English language,642,571,526,527,147,40,30.8129,C,30.8095,C,27.5881,Merit+,33.6184,Dist,85.989,76.046,75.901,349,33.9351,C+,7.45,16.046,348,12.356,56,71.429,148,99.324,4,0,0,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,First Language,English language,3000,2527,2351,2375,466,111,31.3955,C,31.4172,C,26.704,Merit+,31.459,Dist-,77.008,70.991,70.484,1668,31.3609,C,9.772,17.026,1664,13.522,393,28.244,706,66.147,42,54.762,26,6.1391,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,First Language,English language,1956,1355,1286,1286,149,35,31.329,C,31.3604,C,32.461,Dist-,33.1343,Dist-,78.081,75.583,75.583,971,30.4634,C,7.724,13.182,966,9.006,723,4.841,838,17.78,81,33.333,27,4.5897,L2Pass-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools,First Language,English language,1812,1474,1246,1257,530,93,30.2631,C,30.3148,C,29.0684,Merit+,32.0719,Dist-,84.532,75.441,75.02,808,31.5635,C,7.921,14.48,808,11.634,206,45.146,604,88.742,49,0,0,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,First Language,English language,1012,838,735,737,235,37,32.6164,C+,32.6581,C+,27.7159,Merit+,31.2322,Dist-,84.606,76.463,76.391,533,31.3008,C,9.944,15.76,533,12.008,74,50,258,91.085,21,0,0,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,First Language,English language,518,437,373,375,127,18,31.2669,C,31.3713,C,30.0154,Dist-,32,Dist-,86.27,77.748,77.333,280,32.0952,C+,8.929,15.714,280,12.143,36,50,133,95.489,1,0,0,NA,NA
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools,First Language,English language,3035,2440,2263,2287,592,144,31.7177,C+,31.862,C+,26.6044,Merit,33.2658,Dist-,84.508,76.712,75.951,1592,31.5306,C,8.731,15.578,1592,11.558,307,46.906,736,82.609,56,21.429,12,6.0547,L2Merit
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools,First Language,English language,1863,1182,1110,1119,77,44,34.4246,C+,34.452,C+,26.6867,Merit+,37.1268,Dist+,80.203,78.559,77.927,957,30.7907,C,7.106,14.002,957,8.882,672,6.548,704,10.938,122,0,0,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,First Language,English language,999,731,631,635,332,5,39.1202,B,39.005,B,34.5946,Dist,41,Dist+,97.401,80.983,80.63,388,39.6649,B,22.423,33.247,388,25.258,24,20.833,342,97.076,11,0,0,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,First Language,English language,520,437,384,385,146,23,34.6087,C+,34.7171,C+,33.9647,Dist,34.8718,Dist,93.822,84.896,84.675,275,34.2303,C+,13.818,20.364,275,16.727,45,51.111,164,89.024,1,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools,First Language,English language,2942,2398,2205,2243,605,132,37.5496,B-,37.543,B-,30.9941,Dist-,37.2892,Dist+,92.952,87.528,86.135,1672,37.0036,B-,18.959,29.246,1672,20.993,297,44.444,761,81.078,43,44.186,19,5.7051,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools,First Language,English language,1805,1149,1043,1054,161,27,39.1332,B,39.1747,B,30.4857,Dist-,40.4651,Dist+,83.986,83.126,82.258,958,32.9645,C+,11.065,20.042,958,11.378,725,3.724,820,19.634,104,2.885,3,7.5,L2Dist*-
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools,First Language,English language,1716,1404,1132,1148,607,111,37.2615,B-,37.061,B-,33.9306,Dist,36.2264,Dist,91.738,77.915,76.916,728,38.6218,B,19.78,31.593,728,24.176,208,53.365,668,92.216,38,0,0,NA,NA
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools,First Language,English language,835,753,651,663,357,8,40.8878,B,40.8615,B,37.0137,Dist+,37.75,Dist+,98.141,81.874,80.392,391,42.387,B+,30.179,45.524,391,32.992,15,53.333,363,98.347,0,NA,0,NA,NA
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools,First Language,English language,495,438,390,391,177,27,37.2494,B-,37.3532,B-,33.9638,Dist,33.7,Dist,97.945,83.077,82.864,247,38.3536,B,21.457,33.603,247,23.482,44,61.364,188,94.149,1,0,0,NA,NA
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools,First Language,English language,1593,1364,1138,1151,589,73,40.1617,B,40.1139,B,35.4791,Dist,35.3881,Dist,94.062,83.656,82.711,740,41.2703,B,27.432,40.135,740,30,216,33.796,708,84.04,37,2.703,1,6,L2Merit
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools,First Language,English language,2592,2243,2068,2096,677,162,40.5564,B,40.4999,B,34.1564,Dist,37.2002,Dist+,97.058,88.733,87.548,1461,41.88,B+,28.953,43.326,1461,29.706,229,70.742,729,93.553,23,56.522,13,6.7308,L2Dist-
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools,First Language,English language,1696,1180,1072,1082,197,46,40.2652,B,40.2772,B,33.5186,Dist,35.6757,Dist,83.898,80.597,79.852,948,33.7904,C+,14.346,23.84,948,12.553,720,6.389,832,24.159,35,0,0,NA,NA
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools,First Language,English language,1925,1653,1288,1300,873,111,37.6098,B-,37.5474,B-,33.9001,Dist,32.7778,Dist-,98.185,79.425,78.692,751,39.2233,B,20.506,33.023,751,23.169,159,69.811,901,96.892,7,0,0,NA,NA
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools,First Language,English language,861,760,673,676,344,7,37.58,B-,37.5181,B-,34.3458,Dist,40,Dist+,99.342,81.129,80.769,415,38.8193,B,19.518,32.53,415,21.687,8,87.5,344,100,0,NA,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools,First Language,English language,552,460,427,427,141,26,34.6348,C+,34.7118,C+,31.8081,Dist-,33.9583,Dist,96.739,83.607,83.607,304,34.9561,C+,13.487,24.342,304,16.776,45,57.778,158,89.241,0,NA,0,NA,NA
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools,First Language,English language,2638,2234,2074,2082,750,161,36.6246,B-,36.6871,B-,32.8456,Dist-,37.1443,Dist+,98.926,86.258,85.975,1403,37.5339,B-,17.391,26.942,1403,17.32,198,81.313,781,96.031,0,NA,0,NA,NA
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools,First Language,English language,1838,1483,1192,1193,646,152,39.6966,B,39.7032,B,36.5799,Dist,34.5324,Dist,95.347,79.53,79.464,781,37.819,B-,16.901,29.065,781,15.877,310,49.032,790,81.772,7,0,0,NA,NA
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,First Language,English language,3092,1493,1279,1301,466,73,30.2728,C,30.3518,C,29.3531,Merit+,31.9099,Dist-,79.772,71.149,70.177,823,31.535,C,9.113,16.889,822,13.504,691,10.564,1009,46.383,474,35.865,165,5.2945,L2Pass+
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,First Language,English language,1863,1017,915,918,219,65,30.285,C,30.3814,C,29.7311,Merit+,27.9562,Merit+,77.679,70.273,70.261,654,29.1692,C,6.575,11.774,647,9.583,443,14.673,570,38.772,316,48.101,156,5.8976,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,First Language,English language,3923,1930,1852,1861,221,40,34.9769,C+,34.9855,C+,27.2177,Merit+,33.6184,Dist,83.523,81.425,81.032,1537,34.2268,C+,12.947,22.251,1536,15.43,1097,3.646,1228,17.997,860,42.558,386,5.7687,L2Merit-
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,First Language,English language,6339,3268,2972,2996,606,163,31.4671,C,31.5169,C,27.3118,Merit+,30.2915,Dist-,76.224,72.005,71.595,2164,31.2862,C,10.166,16.867,2148,12.663,1228,13.274,1623,37.77,937,42.583,416,5.8069,L2Merit-
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,First Language,English language,3713,1618,1442,1443,169,144,30.1925,C,30.2333,C,31.0938,Dist-,32.9654,Dist-,76.7,73.786,73.735,1069,29.735,C,7.109,12.067,1064,8.177,1271,11.33,1295,13.05,639,41.315,258,5.5591,L2Merit-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,First Language,English language,2896,1617,1299,1316,572,144,29.6704,C,29.7149,C,29.1416,Merit+,29.3234,Merit+,82.437,75.905,75.152,862,30.6999,C,7.425,13.573,862,10.905,486,29.63,869,66.513,366,4.645,25,5.9398,L2Merit
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,First Language,English language,1649,894,736,738,251,81,32.5962,C+,32.6384,C+,27.3247,Merit+,33.4876,Dist,82.886,76.359,76.287,534,31.2484,C,9.925,15.73,534,11.985,280,28.929,438,57.306,277,0.361,1,6.5,L2Dist-
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,First Language,English language,3848,1876,1732,1741,263,38,36.4405,B-,36.5043,B-,28.7875,Merit+,39.5,Dist+,85.928,84.122,83.688,1519,34.0268,C+,12.903,23.305,1519,16.787,1158,3.282,1314,20.015,726,0.826,7,6.5,L2Dist-
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,First Language,English language,6590,3386,2819,2846,908,300,31.712,C+,31.8591,C+,26.3924,Merit,31.6422,Dist-,80.449,76.126,75.439,2059,30.9212,C,8.694,15.444,2059,10.976,1232,24.351,1775,52.056,1173,9.633,122,5.3917,L2Pass+
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,First Language,English language,3556,1477,1238,1248,116,187,33.1168,C+,33.1634,C+,25.9867,Merit,33.9799,Dist,76.371,79.241,78.606,1077,30.0495,C,6.5,12.906,1077,8.171,1274,14.678,1199,9.675,646,3.406,24,5.4579,L2Pass+
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,First Language,English language,1551,785,631,635,345,46,39.1202,B,39.005,B,34.7012,Dist,40.7323,Dist+,95.541,80.983,80.63,397,39.3031,B,21.914,32.494,397,24.685,220,20.909,509,67.78,206,5.34,11,5,L2Pass
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,First Language,English language,3869,1923,1761,1762,344,57,39.7722,B,39.8373,B,33.1398,Dist-,37.4542,Dist+,89.132,87.394,87.344,1532,36.6971,B-,19.517,29.83,1532,20.692,1121,5.085,1332,25.826,707,0.141,1,6.5,L2Dist-
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,First Language,English language,6554,3456,2785,2846,1029,289,37.0268,B-,37.0233,B-,28.653,Merit+,31.8051,Dist-,84.635,84.201,82.467,2097,36.3726,B-,17.93,28.231,2097,19.409,1283,22.525,1880,55.372,833,11.285,94,5.4617,L2Pass+
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,First Language,English language,3247,1353,1096,1107,175,167,38.7532,B,38.7937,B,29.7452,Merit+,32.6399,Dist-,81.892,84.033,83.198,1012,32.9018,C+,10.87,19.862,1012,11.067,1208,13.825,1175,14.894,553,7.414,47,5.8813,L2Merit
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,First Language,English language,2860,1586,1186,1216,654,184,36.6734,B-,36.4931,B-,33.8425,Dist,32.1989,Dist-,88.209,78.668,76.809,782,37.7494,B-,18.542,29.668,782,22.762,459,40.087,895,74.078,366,6.284,24,5.8241,L2Merit-
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,First Language,English language,1250,808,652,664,366,53,40.881,B,40.8549,B,37.1583,Dist+,38.1434,Dist+,97.03,81.748,80.271,392,42.3044,B+,30.102,45.408,392,32.908,153,34.641,464,78.879,95,1.053,1,5,L2Pass
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,First Language,English language,3031,1948,1792,1794,397,58,40.3545,B,40.4356,B,33.8743,Dist,38.3265,Dist+,90.862,88.002,87.904,1511,38.0785,B-,21.707,33.091,1511,21.707,876,6.621,1122,35.383,174,4.023,8,7.125,L2Dist
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,First Language,English language,2262,1498,1172,1202,639,120,39.714,B,39.6406,B,35.6744,Dist,31.4334,Dist-,92.323,83.959,81.864,774,40.5556,B,26.227,38.372,774,28.682,400,30,894,72.148,178,5.056,9,4.7083,L2Pass-
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,First Language,English language,5192,3174,2670,2709,1026,296,40.041,B,40.0221,B,32.8422,Dist-,32.5953,Dist-,93.982,87.303,86.047,1886,41.2266,B,27.253,41.092,1886,27.413,983,30.112,1671,61.999,397,9.068,36,6.135,L2Merit
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,First Language,English language,2514,1397,1161,1169,261,144,39.3747,B,39.3941,B,31.7479,Dist-,31.6927,Dist-,84.825,81.912,81.352,1009,33.4688,C+,13.776,22.894,1009,11.992,1042,13.916,1119,23.682,170,10.588,18,5.7733,L2Merit-
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,First Language,English language,2908,1819,1307,1323,946,189,37.3607,B-,37.2983,B-,32.8394,Dist-,27.2664,Merit+,95.822,79.036,78.08,763,38.9166,B,20.183,32.503,763,22.805,384,49.219,1121,84.389,73,9.589,7,6.0588,L2Merit
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,First Language,English language,1500,822,673,676,368,45,37.58,B-,37.5181,B-,34.6216,Dist,35.9158,Dist,99.27,81.129,80.769,415,38.8193,B,19.518,32.53,415,21.687,149,30.201,471,78.132,39,0,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,First Language,English language,3800,2545,1974,1976,972,131,38.5675,B,38.6484,B,33.6159,Dist,33.6355,Dist,96.385,86.727,86.64,1478,39.1362,B,20.636,34.032,1478,23.207,324,40.432,1150,84.522,171,2.924,5,6.9,L2Dist
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,First Language,English language,6672,3464,2745,2760,1201,486,36.6238,B-,36.6684,B-,32.2372,Dist-,30.0229,Dist-,95.468,85.792,85.362,1867,37.4862,B-,17.515,27.691,1867,17.408,1195,40.669,1906,63.694,227,3.965,9,5.7,L2Merit-
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,First Language,English language,3181,1762,1285,1286,763,249,38.6977,B,38.7123,B,34.4165,Dist,33.6534,Dist,95.006,80.778,80.715,849,36.9101,B-,15.783,27.208,849,14.959,618,40.291,1117,68.308,86,3.488,3,6.8333,L2Dist
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,First Language,Other than English language,1121,824,607,608,407,45,27.7179,C-,27.7393,C-,29.5464,Merit+,29.3204,Merit+,79.612,63.262,63.487,336,28.7599,C,6.25,10.714,336,8.631,165,27.273,492,82.724,55,3.636,5,5.7778,L2Merit-
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools,First Language,Other than English language,212,159,131,134,59,2,24.7719,D+,24.9481,D+,24.2011,Merit,25,Merit,66.038,55.725,54.478,88,22.5758,D+,5.682,7.955,86,5.814,45,4.444,92,64.13,14,14.286,2,6,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools,First Language,Other than English language,287,262,250,251,63,4,27.3585,C-,27.4287,C-,26.4415,Merit,40.7143,Dist+,82.824,72.8,72.51,164,29.6748,C,7.927,12.195,164,10.976,7,57.143,63,100,10,0,0,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,First Language,Other than English language,433,347,322,327,65,22,27.6952,C-,27.6819,C-,23.8122,Merit,27.6667,Merit+,74.64,70.807,69.725,237,26.5401,C-,2.954,7.173,235,5.532,79,27.848,119,56.303,11,27.273,5,6,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,First Language,Other than English language,97,65,64,64,2,0,32.732,C+,32.8184,C+,25,Merit,NA,NA,86.154,85.938,85.938,55,33.1515,C+,10.909,20,55,9.091,37,0,39,5.128,6,0,0,NA,NA
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools,First Language,Other than English language,1208,889,635,641,455,105,26.8655,C-,26.9353,C-,29.2547,Merit+,31.1602,Dist-,80.877,65.827,65.211,355,27.2394,C-,1.972,4.789,355,3.944,133,78.947,467,97.859,47,0,0,NA,NA
