date,new_la_code,la_name,geography_code,geography_name,apprenticeships_or_further_education,level_or_type,age_group,starts,participation,achievements,starts_rate_per_100000_population,participation_rate_per_100000_population,achievements_rate_per_100000_population
2017/18,,,E07000166,Richmondshire,Education and training,Education and training: Full Level 3,25+,NA,80,50,NA,290,163
2017/18,,,E07000166,Richmondshire,Education and training,Education and training: No Level Assigned,Total,NA,30,30,NA,104,101
2017/18,,,E07000166,Richmondshire,Education and training,Education and training: No Level Assigned,19-24,NA,10,10,NA,173,173
2017/18,,,E07000166,Richmondshire,Education and training,Education and training: No Level Assigned,25+,NA,30,30,NA,96,92
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Total,Total,NA,200,180,NA,605,537
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Total,19-24,NA,30,20,NA,778,692
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Total,25+,NA,180,160,NA,623,552
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Personal and community development learning,Total,NA,200,180,NA,602,531
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Personal and community development learning,19-24,NA,30,20,NA,778,692
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Personal and community development learning,25+,NA,180,150,NA,620,545
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Wider family learning,Total,NA,low,low,NA,low,low
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Wider family learning,25+,NA,low,low,NA,low,low
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,low,low,NA,low,low
2017/18,,,E07000166,Richmondshire,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,low,low,NA,low,low
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Total,Total,NA,1370,850,NA,4631,2876
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Total,19-24,NA,400,240,NA,13769,8275
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Total,25+,NA,980,610,NA,3648,2295
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 2,Total,NA,570,360,NA,1910,1205
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 2,19-24,NA,150,90,NA,5146,3164
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 2,25+,NA,420,270,NA,1562,994
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 3,Total,NA,370,140,NA,1239,473
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 3,19-24,NA,210,90,NA,7232,2990
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 3,25+,NA,160,50,NA,594,202
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,140,120,NA,466,402
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,40,30,NA,1321,974
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,100,90,NA,374,340
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Basic Skills,Total,NA,290,170,NA,986,564
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Basic Skills,19-24,NA,80,50,NA,2677,1565
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Basic Skills,25+,NA,220,120,NA,804,456
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 4+,Total,NA,70,20,NA,226,54
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 4+,19-24,NA,20,low,NA,834,low
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Level 4+,25+,NA,40,10,NA,161,45
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Full Level 2,Total,NA,240,110,NA,797,381
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Full Level 2,19-24,NA,90,50,NA,3268,1669
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Full Level 2,25+,NA,140,70,NA,531,243
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Full Level 3,Total,NA,350,130,NA,1181,446
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Full Level 3,19-24,NA,210,90,NA,7163,2990
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: Full Level 3,25+,NA,140,50,NA,538,172
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: No Level Assigned,Total,NA,320,210,NA,1090,719
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,20,20,NA,695,626
2017/18,,,E07000167,Ryedale,Further education and skills,Further education and skills: No Level Assigned,25+,NA,300,200,NA,1133,729
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Total,Total,330,740,240,1042,2360,750
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Total,Under 19,130,210,80,6893,11362,4200
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Total,19-24,80,280,80,2677,9597,2608
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Total,25+,120,260,80,460,957,310
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Intermediate,Total,150,320,110,486,1023,362
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Intermediate,Under 19,70,120,40,3931,6516,2046
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Intermediate,19-24,30,90,30,1043,2955,1113
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Intermediate,25+,50,120,40,187,434,164
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Higher,Total,20,60,10,60,178,41
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Higher,Under 19,low,low,low,low,low,low
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Higher,19-24,10,20,low,174,730,low
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Higher,25+,10,30,10,49,120,37
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Advanced,Total,160,380,110,495,1197,346
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Advanced,Under 19,50,90,40,2908,5008,2046
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Advanced,19-24,40,180,40,1460,6120,1460
2017/18,,,E07000167,Ryedale,Apprenticeships,Apprenticeships: Advanced,25+,60,110,30,224,404,108
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Total,Total,NA,600,430,NA,2015,1445
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Total,19-24,NA,130,100,NA,4451,3303
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Total,25+,NA,470,330,NA,1753,1245
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 2,Total,NA,380,280,NA,1276,932
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 2,19-24,NA,70,50,NA,2330,1773
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 2,25+,NA,310,230,NA,1163,841
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 3,Total,NA,90,50,NA,294,155
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 3,19-24,NA,30,20,NA,1147,730
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 3,25+,NA,50,30,NA,202,93
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,140,120,NA,466,402
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,40,30,NA,1321,974
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,100,90,NA,374,340
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Basic Skills,Total,NA,100,70,NA,341,250
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Basic Skills,19-24,NA,30,20,NA,869,695
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Basic Skills,25+,NA,80,50,NA,284,202
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 4+,Total,NA,10,low,NA,47,low
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 4+,19-24,NA,low,low,NA,low,low
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Level 4+,25+,NA,10,low,NA,41,low
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Full Level 2,Total,NA,30,30,NA,115,88
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Full Level 2,19-24,NA,10,10,NA,278,243
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Full Level 2,25+,NA,30,20,NA,97,71
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Full Level 3,Total,NA,70,40,NA,223,128
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Full Level 3,19-24,NA,30,20,NA,1043,730
2017/18,,,E07000167,Ryedale,Education and training,Education and training: Full Level 3,25+,NA,40,20,NA,135,64
2017/18,,,E07000167,Ryedale,Education and training,Education and training: No Level Assigned,Total,NA,10,10,NA,47,47
2017/18,,,E07000167,Ryedale,Education and training,Education and training: No Level Assigned,19-24,NA,10,10,NA,452,452
2017/18,,,E07000167,Ryedale,Education and training,Education and training: No Level Assigned,25+,NA,low,low,NA,low,low
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Total,Total,NA,310,200,NA,981,632
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Total,19-24,NA,10,10,NA,243,174
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Total,25+,NA,300,190,NA,1129,725
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Personal and community development learning,Total,NA,310,200,NA,975,626
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Personal and community development learning,19-24,NA,10,10,NA,243,174
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Personal and community development learning,25+,NA,300,190,NA,1121,718
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Wider family learning,Total,NA,low,low,NA,low,low
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Wider family learning,25+,NA,low,low,NA,low,low
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,low,low,NA,low,low
2017/18,,,E07000167,Ryedale,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,low,low,NA,low,low
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Total,Total,NA,3940,2510,NA,6691,4259
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Total,19-24,NA,1040,630,NA,17182,10451
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Total,25+,NA,2900,1870,NA,5489,3550
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 2,Total,NA,1780,1160,NA,3029,1971
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 2,19-24,NA,500,310,NA,8252,5193
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 2,25+,NA,1280,850,NA,2430,1602
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 3,Total,NA,950,380,NA,1618,641
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 3,19-24,NA,430,190,NA,7161,3159
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 3,25+,NA,520,190,NA,983,352
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,440,350,NA,749,597
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,120,90,NA,1968,1422
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,320,270,NA,610,502
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Basic Skills,Total,NA,1000,560,NA,1693,952
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Basic Skills,19-24,NA,230,120,NA,3870,1918
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Basic Skills,25+,NA,760,440,NA,1443,841
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 4+,Total,NA,170,30,NA,294,58
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 4+,19-24,NA,60,10,NA,943,132
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Level 4+,25+,NA,120,30,NA,220,49
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Full Level 2,Total,NA,750,380,NA,1276,637
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Full Level 2,19-24,NA,300,150,NA,4895,2547
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Full Level 2,25+,NA,460,220,NA,862,419
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Full Level 3,Total,NA,920,360,NA,1565,607
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Full Level 3,19-24,NA,420,180,NA,7012,2993
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: Full Level 3,25+,NA,500,180,NA,941,333
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: No Level Assigned,Total,NA,950,670,NA,1611,1142
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,90,80,NA,1521,1323
2017/18,,,E07000168,Scarborough,Further education and skills,Further education and skills: No Level Assigned,25+,NA,860,590,NA,1621,1121
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Total,Total,770,1840,670,1232,2956,1084
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Total,Under 19,220,350,160,6813,10912,4963
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Total,19-24,220,600,190,3572,9889,3142
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Total,25+,330,880,320,621,1673,610
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Intermediate,Total,370,910,380,588,1471,614
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Intermediate,Under 19,140,260,110,4377,7861,3360
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Intermediate,19-24,90,260,90,1521,4267,1538
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Intermediate,25+,130,400,180,248,758,339
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Higher,Total,80,150,20,122,242,37
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Higher,Under 19,low,low,low,low,low,low
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Higher,19-24,20,50,10,380,777,83
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Higher,25+,50,100,20,93,188,34
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Advanced,Total,320,830,270,522,1329,433
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Advanced,Under 19,80,120,50,2312,3545,1603
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Advanced,19-24,100,320,90,1670,5275,1521
2017/18,,,E07000168,Scarborough,Apprenticeships,Apprenticeships: Advanced,25+,150,390,130,280,741,237
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Total,Total,NA,1800,1310,NA,3063,2226
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Total,19-24,NA,440,310,NA,7194,5093
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Total,25+,NA,1370,1000,NA,2589,1898
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 2,Total,NA,1160,870,NA,1966,1473
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 2,19-24,NA,250,180,NA,4134,3026
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 2,25+,NA,910,680,NA,1718,1296
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 3,Total,NA,250,130,NA,423,216
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 3,19-24,NA,120,70,NA,1902,1158
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 3,25+,NA,130,60,NA,254,108
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,440,350,NA,739,588
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,110,80,NA,1869,1340
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,320,270,NA,610,502
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Basic Skills,Total,NA,360,240,NA,607,399
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Basic Skills,19-24,NA,110,70,NA,1836,1091
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Basic Skills,25+,NA,250,170,NA,466,320
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 4+,Total,NA,30,10,NA,46,19
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 4+,19-24,NA,10,low,NA,165,low
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Level 4+,25+,NA,20,10,NA,32,13
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Full Level 2,Total,NA,90,60,NA,155,105
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Full Level 2,19-24,NA,40,20,NA,595,347
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Full Level 2,25+,NA,60,40,NA,104,78
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Full Level 3,Total,NA,210,110,NA,362,178
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Full Level 3,19-24,NA,110,60,NA,1736,959
2017/18,,,E07000168,Scarborough,Education and training,Education and training: Full Level 3,25+,NA,110,50,NA,205,89
2017/18,,,E07000168,Scarborough,Education and training,Education and training: No Level Assigned,Total,NA,70,60,NA,117,105
2017/18,,,E07000168,Scarborough,Education and training,Education and training: No Level Assigned,19-24,NA,40,40,NA,728,645
2017/18,,,E07000168,Scarborough,Education and training,Education and training: No Level Assigned,25+,NA,30,20,NA,47,44
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Total,Total,NA,890,610,NA,1434,983
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Total,19-24,NA,50,40,NA,827,645
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Total,25+,NA,840,570,NA,1591,1082
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Personal and community development learning,Total,NA,860,590,NA,1384,944
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Personal and community development learning,19-24,NA,50,40,NA,810,628
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Personal and community development learning,25+,NA,810,550,NA,1534,1038
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Wider family learning,Total,NA,50,40,NA,74,60
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Wider family learning,19-24,NA,low,low,NA,low,low
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Wider family learning,25+,NA,40,30,NA,81,64
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,low,low,NA,low,low
2017/18,,,E07000168,Scarborough,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,low,low,NA,low,low
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Total,Total,NA,2710,1720,NA,5290,3346
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Total,19-24,NA,780,470,NA,16945,10132
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Total,25+,NA,1930,1250,NA,4139,2676
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 2,Total,NA,1210,800,NA,2359,1552
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 2,19-24,NA,320,200,NA,6921,4231
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 2,25+,NA,890,600,NA,1909,1287
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 3,Total,NA,820,350,NA,1599,688
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 3,19-24,NA,370,170,NA,8071,3602
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 3,25+,NA,450,190,NA,960,401
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,230,210,NA,441,400
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,60,50,NA,1345,1128
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,160,150,NA,351,328
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Basic Skills,Total,NA,690,390,NA,1343,764
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Basic Skills,19-24,NA,160,80,NA,3471,1801
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Basic Skills,25+,NA,530,310,NA,1133,662
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 4+,Total,NA,180,30,NA,347,58
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 4+,19-24,NA,60,10,NA,1280,304
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Level 4+,25+,NA,120,20,NA,255,34
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Full Level 2,Total,NA,450,240,NA,881,472
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Full Level 2,19-24,NA,190,100,NA,4122,2235
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Full Level 2,25+,NA,260,140,NA,561,298
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Full Level 3,Total,NA,770,330,NA,1497,647
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Full Level 3,19-24,NA,360,160,NA,7789,3428
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: Full Level 3,25+,NA,410,170,NA,876,373
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: No Level Assigned,Total,NA,380,280,NA,741,548
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,30,30,NA,694,564
2017/18,,,E07000169,Selby,Further education and skills,Further education and skills: No Level Assigned,25+,NA,350,260,NA,745,546
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Total,Total,630,1430,520,1159,2635,951
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Total,Under 19,200,340,140,7026,11687,5009
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Total,19-24,180,500,150,3884,10762,3276
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Total,25+,250,600,220,529,1275,471
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Intermediate,Total,230,590,270,417,1097,497
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Intermediate,Under 19,110,190,90,3687,6574,3061
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Intermediate,19-24,60,170,70,1258,3732,1432
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Intermediate,25+,60,230,120,133,499,246
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Higher,Total,100,150,20,183,277,41
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Higher,Under 19,10,10,low,383,487,low
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Higher,19-24,30,50,10,542,1107,239
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Higher,25+,60,90,10,135,182,21
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Advanced,Total,300,710,220,559,1316,414
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Advanced,Under 19,90,150,60,2957,5078,1913
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Advanced,19-24,100,290,70,2083,6227,1606
2017/18,,,E07000169,Selby,Apprenticeships,Apprenticeships: Advanced,25+,120,280,100,261,600,204
2017/18,,,E07000169,Selby,Education and training,Education and training: Total,Total,NA,1330,940,NA,2595,1827
2017/18,,,E07000169,Selby,Education and training,Education and training: Total,19-24,NA,290,200,NA,6249,4318
2017/18,,,E07000169,Selby,Education and training,Education and training: Total,25+,NA,1040,740,NA,2234,1581
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 2,Total,NA,820,600,NA,1607,1170
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 2,19-24,NA,160,110,NA,3363,2343
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 2,25+,NA,670,490,NA,1433,1054
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 3,Total,NA,260,140,NA,499,277
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 3,19-24,NA,90,60,NA,1844,1258
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 3,25+,NA,170,80,NA,366,180
2017/18,,,E07000169,Selby,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,190,170,NA,367,331
2017/18,,,E07000169,Selby,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,60,50,NA,1215,1020
2017/18,,,E07000169,Selby,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,130,120,NA,283,263
2017/18,,,E07000169,Selby,Education and training,Education and training: Basic Skills,Total,NA,230,170,NA,452,326
2017/18,,,E07000169,Selby,Education and training,Education and training: Basic Skills,19-24,NA,50,30,NA,1150,716
2017/18,,,E07000169,Selby,Education and training,Education and training: Basic Skills,25+,NA,180,130,NA,383,287
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 4+,Total,NA,40,10,NA,86,18
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 4+,19-24,NA,10,low,NA,217,low
2017/18,,,E07000169,Selby,Education and training,Education and training: Level 4+,25+,NA,30,10,NA,73,13
2017/18,,,E07000169,Selby,Education and training,Education and training: Full Level 2,Total,NA,50,30,NA,90,60
2017/18,,,E07000169,Selby,Education and training,Education and training: Full Level 2,19-24,NA,20,10,NA,369,260
2017/18,,,E07000169,Selby,Education and training,Education and training: Full Level 2,25+,NA,30,20,NA,62,41
2017/18,,,E07000169,Selby,Education and training,Education and training: Full Level 3,Total,NA,200,120,NA,390,234
2017/18,,,E07000169,Selby,Education and training,Education and training: Full Level 3,19-24,NA,70,50,NA,1562,1085
2017/18,,,E07000169,Selby,Education and training,Education and training: Full Level 3,25+,NA,130,70,NA,274,150
2017/18,,,E07000169,Selby,Education and training,Education and training: No Level Assigned,Total,NA,10,10,NA,25,23
2017/18,,,E07000169,Selby,Education and training,Education and training: No Level Assigned,19-24,NA,10,10,NA,260,239
2017/18,,,E07000169,Selby,Education and training,Education and training: No Level Assigned,25+,NA,low,low,NA,low,low
2017/18,,,E07000169,Selby,Community Learning,Community learning: Total,Total,NA,410,310,NA,751,563
2017/18,,,E07000169,Selby,Community Learning,Community learning: Total,Under 19,NA,low,low,NA,low,low
2017/18,,,E07000169,Selby,Community Learning,Community learning: Total,19-24,NA,30,20,NA,564,434
2017/18,,,E07000169,Selby,Community Learning,Community learning: Total,25+,NA,380,280,NA,814,608
2017/18,,,E07000169,Selby,Community Learning,Community learning: Personal and community development learning,Total,NA,400,290,NA,731,543
2017/18,,,E07000169,Selby,Community Learning,Community learning: Personal and community development learning,Under 19,NA,low,low,NA,low,low
2017/18,,,E07000169,Selby,Community Learning,Community learning: Personal and community development learning,19-24,NA,30,20,NA,564,434
2017/18,,,E07000169,Selby,Community Learning,Community learning: Personal and community development learning,25+,NA,370,270,NA,790,585
